,id,price,signed,deadline,method,procurer,supplier,proinn,supinn,registered,address,number,mail,code,product
6716,3660700258516000022,"15 428 290,95 ",2016-01-18,2016-12-31,Электронный аукцион,Администрация Верхнесалдинского городского округа,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАЗОВЫЙ КАПИТАЛ ТЕХНОСТРОЙ"" (ООО ""БКТС"")",6607002585,6623092226,22.02.2013,"['622048, обл СВЕРДЛОВСКАЯ 66, г НИЖНИЙ ТАГИЛ, ул КАЛИНИНА, 84, 54']",8-912-2525259,techostroy@mail.ru,81.29.12.000,"Содержание автомобильных дорог общего пользования местного значения, тротуаров общего пользования и подходов к пешеходным переходам, автобусных остановок в г. Верхняя Салда"
6721,2665808158516000767,"1 818 000,00 ",2016-01-08,2017-03-31,Электронный аукцион,"государственное бюджетное учреждение здравоохранения Свердловской области ""Свердловская областная клиническая больница № 1""","Общество с ограниченной ответственностью ""ЮНОНА ДИСКАВЕРИ""",6658081585,6658398180,22.11.2011,"['620028, Российская Федерация, Свердловская обл., г. Екатеринбург, Кирова/Толедова, 28/43, пом.6, ОКАТО: 65401000000']",+7(343)2707510,unonadiskaveri@mail.ru,32.50.13.190,Кардиовертер-дефибриллятор имплантируемый Protecta  DR  (D364DRG) DF-1
6736,3666100466116000025,"6 000 000,00 ",2016-01-03,2016-12-31,Электронный аукцион,АДМИНИСТРАЦИЯ ГОРОДА ЕКАТЕРИНБУРГА,"ООО ""КОПТИС""",6661004661,6670317646,05.06.2015,"['620078, г. Екатеринбург, ул. Фонвизина, дом 3, 49']",+7(912)2982264,arych@inbox.ru,62.01.11.000,Оказание услуги по доработке и развитию распределенной геоинформационной системы Администрации города Екатеринбурга
6862,3660200986916000007,"1 473 409,41 ",2016-01-02,2016-12-31,Электронный аукцион,"Муниципальное бюджетное учреждение Артемовского городского округа ""Жилкомстрой""","Общество с ограниченной ответственностью ""Куляб""",6602009869,6677003208,06.03.2013,"['623780 Свердловская область г. Артемовский ул. Мира,33 корп.1 кв.42']",7-909-0124625,zig2607@mail.ru,38.11.21.000,выполнение работ по удалению несанкционированных свалок на территории г. Артемовский Свердловской области в 2016г.
6966,1665800007116000018,"42 080 000,00 ",2016-01-03,2016-12-30,"Закупка у единственного поставщика (подрядчика, исполнителя)",ГЛАВНОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""АРХАНГЕЛЬСКОЕ"" ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ (ФГУП ""АРХАНГЕЛЬСКОЕ"" ФСИН РОССИИ)",6658000071,3621005430,23.11.2015,"['196641, г САНКТ-ПЕТЕРБУРГ 78, п МЕТАЛЛОСТРОЙ, пр СЕВЕРНЫЙ, ДОМ 1']",8-812-6430062,fguparx@mail.ru,10.20.25.190,Полуфабрикаты кулинарные рыбные (Биточки рыбные мороженые)
7025,1666101454016000092,"2 772 134,56 ",2016-01-07,2016-08-21,Электронный аукцион,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""354 ВОЕННЫЙ КЛИНИЧЕСКИЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИОЛАБ"" (ООО ""БИОЛАБ"")",,6670354045,26.08.2015,"['620137, обл СВЕРДЛОВСКАЯ 66, г ЕКАТЕРИНБУРГ, ул СОВЕТСКАЯ, ДОМ 56, КВАРТИРА 198']",7-343-2060238,biolabekb@mail.ru,20.59.52.199,Реагенты для обще химических и обще клинических исследований
7087,3663202282816000015,"1 431 834,86 ",2016-01-06,2016-01-07,Электронный аукцион,УПРАВЛЕНИЕ ПО БЛАГОУСТРОЙСТВУ ГАРИНСКОГО ГОРОДСКОГО ОКРУГА,"Общество с ограниченной ответственностью ""СпецТехКомплект-Авто"" (ООО ""СпецТехКомплект-Авто"")",6632022828,5260398537,20.10.2014,"['603116, г. Н. Новгород, ул. Гордеевская, д. 59а, оф. 209']",7-831-4141640,spectexkomavto@yandex.ru,29.10.41.122,"Приобретение и поставка ГАЗ-33086 (Земляк) самосвал с трехсторонней разгрузкой) для нужд Гаринского района Свердловской области в соответствии с распоряжением Главы Гаринского городского округа от 26.08.2014г. № 125 ""О приобретении автотранспортных средств"""
7097,2666001041516000023,"4 090 962,48 ",2016-01-14,2017-07-31,Электронный аукцион,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕГУЛ-ФАРМИМЭКС"" (ЗАО ""РЕГУЛ-ФАРМИМЭКС"")",6660010415,3666053603,17.05.2013,"['394033, обл ВОРОНЕЖСКАЯ 36, г ВОРОНЕЖ, пр-кт ЛЕНИНСКИЙ, 119, В']",7-4732-605959,farmonix@yandex.ru,21.20.10.194,"ЛАМИВУДИН, ЭПИВИР, раствор для приема внутрь 10 мг/мл, 240 мл - флаконы №1 , ВииВ Хелскер Великобритания Лимитед - Великобритания;Пр.,Перв.Уп.,Втор.Уп.,Вып.к.-ГлаксоСмитКляйн Инк - Канада."
7217,1666101464516000312,"7 210 749,60 ",2016-01-09,2016-11-30,Электронный аукцион,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УРАЛЬСКОЕ ОКРУЖНОЕ УПРАВЛЕНИЕ МАТЕРИАЛЬНО-ТЕХНИЧЕСКОГО СНАБЖЕНИЯ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ""","Общество с ограниченной ответственностью ""Агрофирма""",6661014645,3702648077,25.05.2011,"['153003, Ивановская область, г. Иваново, ул. Парижской Коммуны, д. 62']",8-4932-938465,1@mail.ru,10.51.30.111,Масло сладко-сливочное
7357,2666001041516000025,"1 102 150,00 ",2016-01-14,2016-12-31,Электронный аукцион,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФАРМАЦЕВТИЧЕСКИЙ ИМПОРТ, ЭКСПОРТ"" (ПАО ""ФАРМИМЭКС"")",6660010415,7710106212,30.12.1993,"['125009, г МОСКВА 77, ул ДМИТРОВКА Б., 7/5, СТР.5']",7-495-6927285,tender@pharmimex.com,21.20.10.112,"ФЕНИЛБУТИРАТ НАТРИЯ, АММОНАПС, гранулы 940 мг/г, флакон 266 г №1 , Swedish Orphan Biovitrum International AB/«Bioglan AB», Швеция"
7385,3667124849816000006,"40 303 358,56 ",2016-01-26,2017-12-31,Электронный аукцион,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЗАКАЗЧИКА ПО КАПИТАЛЬНОМУ РЕМОНТУ""","""Промстройснаб""",6671248498,6659192087,23.06.2009,"['620141,, Российская Федерация, Свердловская обл., г. Екатеринбург, ул. Артинская, 16,']",+7(343)2160030,nadezhda_523@mail.ru,43.99.90.190,капитальный ремонт
7401,2666001041516000027,"4 164 732,00 ",2016-01-18,2016-01-07,Электронный аукцион,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САВ-ФАРМ"" (ООО ""САВ-ФАРМ"")",6660010415,6686006036,04.04.2012,"['620012, обл СВЕРДЛОВСКАЯ 66, г ЕКАТЕРИНБУРГ, пл 1-Й ПЯТИЛЕТКИ, Б/Н, СКЛАД ЦЕХА 61']",7-343-3100055,оpt1@raduga-farma.ru,21.20.10.114,"УРСОДЕЗОКСИХОЛЕВАЯ КИСЛОТА, Гринтерол, капсулы 250 мг, 50 шт. , АО ""Гриндекс"", Латвия"
7559,1666000863116000004,"3 876 715,78 ",2016-01-02,2017-01-31,Электронный аукцион,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Уральский государственный аграрный университет""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КЛИНИНГ СЕРВИС ""ЧИСТОТА.РУ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КЛИНИНГ СЕРВИС ""ЧИСТОТА.РУ"")",6660008631,6659188740,18.03.2009,"['620027, обл СВЕРДЛОВСКАЯ 66, г ЕКАТЕРИНБУРГ, ул КОРОЛЕНКО, 5']",7-343-3542263,Chistota_ru@bk.ru,81.21.10.000,Оказание услуг по комплексной уборке помещений
7567,3665201506416000002,"1 758 000,00 ",2016-01-25,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""СЫСЕРТСКИЙ ГОРОДСКОЙ ЦЕНТР ДОСУГА ИМЕНИ И.П. РОМАНЕНКО""","МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА ""СЫСЕРТСКОЕ"" СЫСЕРТСКОГО ГОРОДСКОГО ОКРУГА (МУП ЖКХ ""СЫСЕРТСКОЕ"")",6652015064,6652001417,12.11.2004,"['624021, обл СВЕРДЛОВСКАЯ 66, г СЫСЕРТЬ, ул КОММУНЫ, 48']",8-34374-65082,00000@mail.ru,35.30.11.120,энергия тепловая
7581,3662502457416000005,"1 463 400,00 ",2016-01-13,2016-06-30,Электронный аукцион,"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 39 КОМБИНИРОВАННОГО ВИДА""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛАБИРИНТ""",6625024574,6658453770,15.05.2015,"['620050, Российская Федерация, Свердловская обл., г. Екатеринбург, ул. Маневровая, дом 9, офис 242, ОКАТО: 65401368000']",8-343-3369125,optmarket66@mail.ru,10.11.11.130,"поставка мясо говядина (бескостная) 1 категория, размещение заказа у СМП и СОНО"
7620,1666108502916000003,"1 100 000,00 ",2016-01-03,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","федеральное казенное учреждение ""Управление по конвоированию Главного управления Федеральной службы исполнения наказаний по Свердловской области""","ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСБЫТ ПЛЮС"" (ОАО ""ЭНЕРГОСБЫТ ПЛЮС"")",6661085029,5612042824,22.05.2014,"['143421, обл МОСКОВСКАЯ 50, р-н КРАСНОГОРСКИЙ, автодорога БАЛТИЯ, тер БИЗНЕС-ЦЕНТР РИГА-ЛЕНД, 3']",7-343-3576930,sesb@ies-holding.com,35.11.10.116,поставка электрической энергии
7654,1665841607016000121,"1 492 500,00 ",2016-01-09,2016-11-09,Электронный аукцион,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ХОЗЯЙСТВЕННОГО И СЕРВИСНОГО ОБЕСПЕЧЕНИЯ ГЛАВНОГО УПРАВЛЕНИЯ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ""","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПЕЧАТНЫЙ ДОМ ""ФОРМАТ""",6658416070,6660007211,28.04.2015,"['620100, обл СВЕРДЛОВСКАЯ 66, г ЕКАТЕРИНБУРГ, ул ВОСТОЧНАЯ, ДОМ 27А']",7-343-2637000,schurova@format.ru,17.23.13.143,Бланк
7774,1666001327916000441,"2 082 261,20 ",2016-01-09,2016-12-31,Электронный аукцион,ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ - СВЕРДЛОВСКОЕ РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ФОНДА СОЦИАЛЬНОГО СТРАХОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТОРГОВАЯ КОМПАНИЯ ""МЕДИЦИНСКАЯ ТЕХНИКА"" (ООО ТК ""МЕДИЦИНСКАЯ ТЕХНИКА"")",6660013279,6658402567,02.02.2012,"['620144, обл СВЕРДЛОВСКАЯ 66, г ЕКАТЕРИНБУРГ, ул ФУРМАНОВА, 103, ЛИТЕР А, 1 ЭТАЖ']",8-343-2572494,medteh@mail.ru,26.70.23.190,"Лупа с подсветкой ERGO-Lux Schweizer Производство: Швейцария, Германия"
7782,1666101464516000294,"2 543 000,00 ",2016-01-08,2016-09-30,Электронный аукцион,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УРАЛЬСКОЕ ОКРУЖНОЕ УПРАВЛЕНИЕ МАТЕРИАЛЬНО-ТЕХНИЧЕСКОГО СНАБЖЕНИЯ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ""",Общество с ограниченной ответственностью «Торговый дом «Айсберг»,6661014645,4501206786,18.02.2016,"['640007, Курганская область, г. Курган, ул. Омская, д. 145, офис 1']",8-3522-545106,icebergs@list.ru,10.11.31.140,"Субпродукты ""Сердце говяжье"""
7838,3662400697416000005,"2 128 600,00 ",2016-01-27,2016-10-30,Электронный аукцион,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ИСОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""",Копытов Александр ПетровичИндивидуальный предприниматель,6624006974,662400935832,24.11.2003,"['624221, ОБЛ СВЕРДЛОВСКАЯ 66, Г НИЖНЯЯ ТУРА, УЛ ДЕКАБРИСТОВ, 1, Б, 20']",7-34342-93477,ural-kedr@yandex.ru,56.29.20.120,Оказание услуг по организации горячего питания (одноразового) на базе МБОУ «ИСОШ» (завтраки)
